# English translations of the one-sentence summary cell of each root README
# gallery row. Format: <disease directory><TAB><English summary>
#
# Consumed by translations/tools/build_root_readme.py. When upstream adds a new
# gallery row, add one line here; everything else in the row regenerates.
# An ellipsis at the end reproduces a summary that upstream itself truncates.
dengue	Reading a single rise in antibody through two pathways of opposite sign derives that defervescence and plasma leakage are two observations of the same event, and computes the structure in which the fluid dose-response is U-shaped because leakage stops only through shock.
dermatomyositis	Type I IFN- and complement-mediated microangiopathy of muscle and skin. Steroids, IVIG, and rituximab.
diabetes-insipidus	Covers AVP-D (central, AVP deficiency) and AVP-R (renal, AVP resistance) together, following the 2022 international working group renaming.
diabetic-foot-ulcer	How a foot ulcer created by the overlap of neuropathy, ischaemia, and repeated pressure stalls in a protease-dominant, biofilm state; simulates offloading adherence, debridement, growth factors, antibiotics, revascularisation, and recurrence prevention together.
diabetic-ketoacidosis	An acute metabolic crisis in which insulin deficiency creates two deficits with different numbers of exit routes: glucose has two (insulin-mediated disposal and renal excretion, whose conductance is extracellular fluid volume) while keto acids have only one, which saturates — so glucose normalises before ketones.
diabetic-nephropathy	A diabetic microvascular complication progressing to CKD: hyperglycaemia (AGE, PKC, hexosamine, and polyol pathways) causes oxidative stress (Nox4, ROS) plus RAAS activation (AngII to intraglomerular hypertension), TGF-beta1 (Smad2/3, CTGF, ECM accumulation, glomerulosclerosis), and NF-kB inflammation (TNF-alpha, IL-1beta, MCP-1, NLRP3), producing podocyte injury (nephrin, podocin, foot process…
diabetic-peripheral-neuropathy	Chronic hyperglycaemia accumulates in insulin-independent nerve, Schwann, and endothelial cells and converges on the four pathways of the Brownlee unifying hypothesis (polyol/AR, AGE/RAGE, PKC-beta, hexosamine) plus mitochondrial superoxide, PARP, and NAD+ depletion, causing vasa nervorum narrowing, basement membrane thickening, endoneurial hypoperfusion, and endoneurial hypoxia.
diabetic-retinopathy	Hyperglycaemia acts through four biochemical pathways (polyol, hexosamine, PKC, AGE-RAGE) to produce oxidative stress, VEGF, and neuroinflammation, then structural retinal vascular lesions, then DME/PDR and visual loss: aldose reductase (AR) raises sorbitol and depletes NADPH; GFAT to O-GlcNAc raises TGF-beta and PAI-1; PKCbeta2 raises VEGF and NF-kB while lowering eNOS and raising ET-1; and me…
dilated-cardiomyopathy	Ventricular dilatation, systolic dysfunction, and neurohormonal activation. Reverse remodelling with GDMT (ARNI, beta-blocker, MRA, SGLT2i).
disseminated-intravascular-coagulation	Reading one thrombin-consuming process through two independent clocks — the sign of the acute-phase term and the PAI-1 to t-PA molar ratio — so that sepsis-type microthrombosis and APL-type bleeding both follow from two parameter settings of the same equations.
distal-renal-tubular-acidosis	A 56-ODE model that writes the acid excretion control system as a saturating actuator and distributes the unmet acid load across three reservoirs with different time constants, making computable the structure in which plasma bicarbonate is a ratio rather than a flux and the injury is taken by bone, which is not measured.
diverticular-disease	Diverticula and diverticulitis from bowel wall structure, the microbiome, and a low-fibre diet. Fibre, antibiotics, and anti-inflammatory treatment.
dravet-syndrome	SCN1A haploinsufficiency removes Nav1.1 from inhibitory interneurons, collapsing the threshold for high-frequency firing and breaking excitation-inhibition balance, so that sodium channel blockers paradoxically worsen seizures.
drug-induced-liver-injury	Written as a bistable system in which the JNK-Sab positive feedback loop ignites once the rate of reactive metabolite formation exceeds the rate of glutathione resynthesis, so the dose threshold and the antidote time window emerge as computed results rather than parameters.
dry-eye-disease	A self-perpetuating vicious cycle in which loss of tear film trilayer homeostasis and hyperosmolar stress drive a dendritic cell-Th17-MMP-9 inflammatory sequence and corneal neuropathy. Ciclosporin, lifitegrast, perfluorohexyloctane, intranasal varenicline, and diquafosol targets.
duchenne-muscular-dystrophy	Progressive myofibre necrosis, fibrosis, and cardiomyopathy from dystrophin deficiency. Corticosteroids, exon skipping, and gene therapy.
dyslipidemia	Hepatic cholesterol synthesis, the LDL receptor, and reverse transport homeostasis. Statins, ezetimibe, and PCSK9 inhibitors.
egpa	IL-5-mediated eosinophilia with ANCA-associated small vessel vasculitis. Steroids, mepolizumab, and benralizumab.
elevated-lipoprotein-a	From the asymmetry that the pathogenic cargo of Lp(a) is entirely one copy per particle while what varies with isoform is only the pathologically inert kringle protein mass, the model derives both why a mass assay misses the patients with the most dangerous small isoforms and the 25-30% ceiling on clearance-targeting drugs.
endometrial-cancer	A model placing the four TCGA molecular subtypes (POLEmut, MMRd, NSMP, p53abn) as four points on a continuous tumour mutational burden axis and linking the unopposed oestrogen and PI3K/PTEN axes to checkpoint inhibitors, lenvatinib, and hormonal therapy.
endometriosis	Ectopic implantation of endometrial tissue with oestrogen-dependent inflammation and pain. GnRH antagonists and progestins.
eosinophilic-esophagitis	Chronic oesophageal inflammation on the Th2 cytokine (IL-13, IL-5), ILC2, and eosinophil axis. Dupilumab, budesonide, and cendakimab.
epilepsy	Recurrent seizures from ion channel dysfunction and excitation/inhibition imbalance. Antiseizure medicines (VPA, LEV, CBZ, LTG).
erectile-dysfunction	Writing erection as a threshold readout on a saturating amplifier derives arithmetically, from the fact that a PDE5 inhibitor makes no nitric oxide and only multiplies the gain, why the same exposure restores one patient and does nothing at all for another.
erythropoietic-protoporphyria	A photodermatosis in which loss of function of ferrochelatase or gain of function of ALAS2 lets protoporphyrin IX overflow and be photoexcited by 400-410 nm visible light, generating singlet oxygen and burning pain; covers MC1R agonists, GlyT1 inhibitors, and hepatobiliary rescue therapy.
essential-hypertension	Blood pressure control through the RAAS, the sympathetic nervous system, and sodium/fluid homeostasis. ACEi/ARB, CCB, and diuretics.
essential-thrombocythemia	JAK2 V617F (55-65%), CALR type 1/2 (25%), and MPL W515L (5%) mutations give constitutive JAK2 activity and downstream STAT5, PI3K, and MAPK signalling, causing megakaryocyte hyperplasia and runaway platelet production (PLT 500-1500 x 10^9/L).
essential-tremor	Writing tremor not as the amount of some substance but as a limit cycle separates amplitude (set by loop gain), frequency (loop delay), and the ceiling on treatment (loop phase) — and from that separation follow the responder/non-responder divide, the apparent disagreement between accelerometry and rating scales, and the interspecies inconsistency of T-type calcium blockers.
evans-syndrome	Multilineage autoimmune cytopenia with concurrent AIHA and ITP. Steroids, rituximab, and TPO-RA.
fabry-disease	An X-linked lysosomal storage disease: GLA mutation causes alpha-galactosidase A deficiency, so globotriaosylceramide (Gb3) and lyso-Gb3 accumulate in tissue, injuring renal tubules, myocardium, nerve, and vascular endothelium. Covers Gb3 synthesis (UGCG, B4GALT5), M6PR/lysosomal hydrolysis, and GCS inhibition (SRT).
familial-chylomicronemia-syndrome	A monogenic disease in which biallelic loss of LPL, APOC2, APOA5, GPIHBP1, or LMF1 abolishes lipolysis, so chylomicrons accumulate and cause recurrent acute pancreatitis; covers the saturable LPL-independent clearance route and apoC-III-targeted therapy.
familial-hypercholesterolemia	LDLR mutation (heterozygous 1/250, homozygous 1/300,000) reduces LDLR function to 0-50%, raising LDL-C dramatically (HeFH 190-400 mg/dL, HoFH 400-1,000 mg/dL) and causing premature atherosclerosis and myocardial infarction.
familial-mediterranean-fever	MEFV mutation and pyrin inflammasome overactivity causing periodic fever, serositis, and IL-1beta. Colchicine and anti-IL-1 therapy.
fibrodysplasia-ossificans-progressiva	A disease in which ACVR1 R206H neofunction makes activin A an agonist so that muscle undergoes endochondral ossification, written around the separation between the rate of bone formation (the trial endpoint) and the irreversible accumulated burden (what determines disability).
fibromyalgia	Central sensitisation (LTP and wind-up in spinal WDR neurons, NMDA receptor disinhibition); a defective descending pain modulatory system (the PAG-RVM-LC/raphe axis, reduced DPMS, loss of DNIC); neurotransmitter imbalance (raised CSF substance P, lowered NE and 5-HT); neuroinflammation (spinal microglial activation, IL-1beta/TNF-alpha, the NLRP3 inflammasome, reduced KCC2 causing GABA disinhibition);…
food-allergy-anaphylaxis	The eliciting dose is governed not by absolute specific IgE but by the square of the fraction of mast cell surface IgE that is specific, and anti-IgE blocks at the surface while oral immunotherapy blocks at the allergen — two different points.
friedreich-ataxia	Expansion of the GAA/TTC triplet repeat (66-1700) in intron 1 of FXN (9q21.11) causes triplex/R-loop formation and H3K9me3/HDAC3-mediated heterochromatinisation, reducing FXN mRNA and frataxin protein to 5-35% of normal.
frontotemporal-dementia	Sortilin is both the clearance route that sets extracellular progranulin concentration and the lysosomal delivery route, so blocking it normalises the plasma biomarker while barely moving the lysosomal pool that is the actual site of action.
fsgs	Nephrotic proteinuria from a circulating permeability factor and podocyte injury. RAAS inhibition, steroids, and calcineurin inhibitors.
g6pd-deficiency	Writing enzyme activity not as a number but as a function of red cell age, E(a) = E0 x exp(-ln2 x a/tau), and treating the variant as that slope, the critical age a* solves in closed form and the difference — that on the same primaquine the A- patient recovers while still taking it and the Mediterranean patient does not — follows from a single decay constant.
gastric-cancer	H. pylori CagA/VacA, HER2/FGFR2/MET, VEGF angiogenesis, CLDN18.2, the PD-L1/PD-1 checkpoint, the TCGA subtypes (EBV, MSI-H, GS, CIN), and the TME.
gastrointestinal-stromal-tumor	Modelled as a clonal population in which primary KIT/PDGFRA mutations coexist with secondary resistance subclones (exon 13/14 ATP pocket, exon 17/18 activation loop, KIT-independent bypass), covering the clone-by-clone coverage of imatinib, sunitinib, regorafenib, ripretinib, and avapritinib together with the quiescent reservoir the drugs cannot kill.
gastroparesis	Loss of interstitial cells of Cajal (ICC) plus depletion of nNOS neurons plus vagal neuropathy delays gastric emptying (4 h retention above 10%) and produces GCSI symptoms. Covers the three main subtypes: diabetic (T1DM 29%, T2DM 1%), idiopathic, and postsurgical.
gaucher-disease	Biallelic GBA1 mutation causes lysosomal beta-glucocerebrosidase (GBA) deficiency, so glucocerebroside (GC) and its highly toxic deacylated derivative lyso-GL1 accumulate in tissue macrophages, forming Gaucher cells.
generalized-anxiety-disorder	Writing anxiety as a single cortico-limbic gain, Phi = (amygdala drive x glutamate release) / (prefrontal regulation x GABA inhibition), and computing the structure in which four drug classes move those four factors with different time constants while the saturating HAM-A scale adds a fifth clock.
gerd	Oesophageal mucosal injury from lower oesophageal sphincter relaxation and acid reflux. Acid suppression with PPIs and P-CABs.
gestational-diabetes-mellitus	Models GDM as a race between placental counter-insulin drive and beta-cell compensatory capacity, producing glycaemia and birth weight as outputs, and covers the differing fetal exposure of insulin, metformin, and glyburide.
giant-cell-arteritis	IL-6/Th17 granulomatous arteritis of large vessels with the risk of blindness. Steroids and tocilizumab (anti-IL-6R).
glaucoma	Impaired aqueous outflow (trabecular meshwork ECM accumulation, RhoA-ROCK overactivity, TGF-beta2 fibrosis) raises IOP (the Goldmann equation), deforming the lamina cribrosa at the optic nerve head (ONH), blocking axonal transport, reducing retrograde BDNF transport, and killing RGCs (Bax/Bcl-2 to caspase-3), thinning the RNFL and progressing the visual field (VF-MD).
glioblastoma	EGFR amplification and EGFRvIII overactivate PI3K/AKT/mTOR with PTEN loss, giving unrestrained proliferation; unmethylated MGMT rapidly repairs O6-MeG, giving TMZ resistance; HIF-1alpha drives VEGF-A angiogenesis; and M2-TAM, Treg, and PD-L1 create an immunosuppressive microenvironment.
glycogen-storage-disease-type-1a	Losing the single final step that both glycogenolysis and gluconeogenesis must pass through turns the liver from a source of glucose into a consumer, and all four syndromes follow from one mass balance in which G6P with nowhere to go overflows into four branches: glycogen, lactate, lipid, and urate.
goodpasture-syndrome	Rapidly progressive glomerulonephritis and alveolar haemorrhage from anti-GBM antibodies. Plasma exchange, cyclophosphamide, and rituximab.
gout	Urate supersaturation, MSU crystals, and NLRP3-IL-1beta inflammatory arthritis. Urate-lowering therapy (allopurinol, febuxostat) and colchicine.
graft-versus-host-disease	After allogeneic HSCT, donor T cells are primed by host dendritic cells activated by conditioning-induced tissue injury (TBI/chemotherapy, DAMP/PAMP), then direct and indirect alloreactivity across the TCR-MHC mismatch (with CD28-B7 co-stimulation) activates the NFAT, NF-kB, and JAK-STAT pathways, giving Th1 (IFN-gamma, TNF-alpha) and Th17 (IL-17A, I…
granulomatosis-with-polyangiitis	PR3-ANCA neutrophil activation and granulomatous small vessel vasculitis. Rituximab and avacopan (C5aR blockade).
graves-disease	Hyperthyroidism caused by stimulating antibodies against the TSH receptor. Antithyroid drugs, radioiodine, and surgery.
growth-hormone-deficiency	Writing linear growth as a multiplicative chain running from hypothalamic drive to residual growth plate proliferative capacity shows that catch-up growth is a resource being consumed rather than a set point; covers daily and weekly long-acting GH and mecasermin.
guillain-barre-syndrome	Acute neuropathy from molecular-mimicry antiganglioside antibodies and complement. IVIG and plasma exchange.
hashimoto-thyroiditis	Anti-TPO/Tg antibodies and T-cell-mediated thyroid destruction with hypothyroidism. Levothyroxine replacement.
head-and-neck-squamous-cell-carcinoma	Writing the benefit of a targeted drug against resistance as the product of drug effect and the remaining slack in four factors (hypoxia, repair, repopulation, immune escape) reproduces as outputs the cetuximab de-escalation results by HPV status and the loss from prolonged treatment time; covers cisplatin, cetuximab, checkpoint inhibitors, and radiation fractionation.
heart-failure-hfpef	Diastolic failure from myocardial stiffness, systemic inflammation, and microvascular dysfunction. SGLT2i, MRA, and diuretics.
heart-failure-hfref	Neurohormonal (RAAS/SNS) overactivity and ventricular remodelling. The four pillars: ARNI, beta-blocker, MRA, and SGLT2i.
heat-stroke	Written as the event in which the heat balance equation loses its fixed point, reducing everything that follows to a clock and an accumulated thermal dose (CEM43), and placing cooling modality as a potency and cooling delay as an exposure time on one and the same axis.
hemolytic-disease-fetus-newborn	Writing fetal red cell destruction as the product of transferred antibody x antigen-positive fraction x clearance capacity derives the slowing of the post-transfusion haemoglobin decline from the fact that intrauterine transfusion does not add haemoglobin so much as dilute the substrate.
hemophagocytic-lymphohistiocytosis	A defect of NK cell / CTL cytotoxicity (PRF1, UNC13D, STXBP2…) or an external trigger (EBV, CMV, sJIA, malignancy) prevents clearance of APCs, so CD4/CD8 T cells stay activated and produce IFN-gamma and IL-18 explosively (the key cytokines), activating macrophages (M1 polarisation) and causing haemophagocytosis (engulfment of red cells, leucocytes, and platelets) with steeply rising ferritin…
hemophilia-a	X-linked FVIII deficiency (F8 mutation) prevents assembly of the intrinsic Xase complex (FIXa, FVIIIa), collapsing thrombin generation and giving an unstable fibrin clot. Severe disease (below 1 IU/dL) has an ABR of about 30/year; inhibitor development (30% of severe patients) causes replacement therapy to fail.
hemophilia-b	An X-linked recessive bleeding disorder caused by factor IX (FIX) deficiency, four to five times rarer than haemophilia A (about 1 in 25,000-30,000 male births).
heparin-induced-thrombocytopenia	An immune complex disease in which the drug forms half of the antigen: PF4-heparin ultralarge complexes form with a bell-shaped dependence on chain length and molar ratio, simultaneously producing the two axes of thrombocytopenia and thrombosis.
hepatic-encephalopathy	Liver failure (rising MELD, ALF, TIPS portosystemic shunt) reduces periportal CPS1 ureagenesis, so gut urease-positive bacteria (Enterobacteriaceae, S.
hepatocellular-carcinoma	Liver cancer on a background of HBV/HCV or NAFLD. Integrates RAS/RAF/MEK/ERK, PI3K/AKT/mTOR, Wnt/beta-catenin, VEGF angiogenesis, and the tumour immune microenvironment (PD-L1, CD8, Treg, TAM). PK/PD of sorafenib, lenvatinib, atezolizumab plus bevacizumab (IMbrave150), and regorafenib. A 20-compartment ODE model, 5 treatment scenarios, and AFP/liver function biomarkers.
hepatorenal-syndrome	A functional and potentially reversible acute kidney injury syndrome arising in advanced cirrhosis with portal hypertension.
hereditary-angioedema	SERPING1 mutation causing C1-INH deficiency or dysfunction (types I/II), or the F12 Thr328Lys gain-of-function mutation (type III), permits unrestrained activation of the kallikrein-kinin system (KKS) and bradykinin (BK) excess, which via the B2R-Gq/IP3/Ca2+/eNOS/NO pathway causes loss of VE-cadherin and plasma extravasation, producing subcutaneous and laryngeal angio-oedema.
hereditary-hemochromatosis	HFE mutation and low hepcidin cause iron hyperabsorption and organ deposition (liver, heart, pancreas). Venesection and iron chelation.
hereditary-hemorrhagic-telangiectasia	ALK1/ENG haploinsufficiency plus a somatic second hit abolishes the endothelial shear stress set point and reverses the sign of the feedback, producing telangiectasia and arteriovenous malformations. Bevacizumab, pazopanib, pomalidomide, and tranexamic acid.
hereditary-spherocytosis	Starting from the reduction of the red cell to two numbers — membrane area and volume — and the fact that the minimum cylinder diameter they set is the only quantity the splenic sinusoidal wall can see, the model is calibrated on normal red cells alone and predicts the disease phenotype and the response to splenectomy.
hidradenitis-suppurativa	Follicular rupture leads to combined immune activation and chronic skin inflammation: a gamma-secretase defect (NCSTN, PSEN1/2 mutation), hyperkeratosis, and follicular occlusion rupture the pilosebaceous unit, jointly activating the NLRP3 inflammasome (IL-1beta), TLR2/4 NF-kB (TNF-alpha, IL-6), and Th17 (IL-17A/F). S.
high-altitude-illness	Writing a single inspired oxygen tension as acting through three defences with different time constants (ventilation, hypoxic pulmonary vasoconstriction, and cerebral vasodilatation) makes the window of altitude illness exactly the period during which the two fast defences run unchecked until the slow one arrives.
hiv-aids	HIV infection and depletion of CD4 T cells (Perelson viral dynamics). Combination antiretroviral therapy (ART).
hodgkin-lymphoma	Hodgkin/Reed-Sternberg (HRS, CD30+ CD15+ PAX5-dim) cells arising from germinal centre B cells survive on NF-kB (REL amplification, TNFAIP3/A20 loss), JAK/STAT (JAK2 9p24.1 amplification, SOCS1/PTPN1 loss, STAT3/5/6), PI3K/AKT/mTOR, NOTCH1, and AP-1/JUNB signalling.
huntingtons-disease	CAG repeat expansion (36 or more) produces and aggregates mHTT, degenerating striatal medium spiny neurons (MSN).
hypercalcemia-of-malignancy	Writing plasma calcium not as a stored quantity but as the residual of three arms — bone, gut, and kidney — shows that in the closed loop where hypercalcaemia itself pulls down the renal excretory ceiling, crisis arises from a saddle-node bifurcation rather than from a large number.
hyperemesis-gravidarum	Explaining nausea as placental GDF15 read by a fold-change detector in the maternal hindbrain that compares against an adapting set point reproduces both the natural history in which symptoms disappear while the hormone keeps rising and the protective effect of pre-pregnancy exposure to raised GDF15.
hypereosinophilic-syndrome	A heterogeneous group of disorders defined by persistent peripheral eosinophilia (1500/uL or more on two occasions at least a month apart) with eosinophil-mediated organ damage; in about 10-20% a cryptic del(4)(q12q12) creates the FIP1L1-PDGFRA fusion gene, whose constitutively active tyrosine kinase drives clonal proliferation through STAT5, PI3K-AKT, and RAS-MAPK…
hypersensitivity-pneumonitis	An integrated QSP model of Th1 lymphocytic alveolitis from repeated inhalation of organic antigen (avian protein, thermophilic bacteria, fungi), then non-caseating granuloma formation, then TGF-beta1/PDGF-mediated myofibroblast activation, then pulmonary fibrosis (a UIP/NSIP-like pattern).
hypertrophic-cardiomyopathy	Hypercontractility and left ventricular outflow tract obstruction from sarcomeric mutation. Mavacamten (myosin inhibition) and beta-blockers.
hypoparathyroidism	Loss of PTH simultaneously abolishes distal tubular calcium reabsorption, CYP27B1, and bone remodelling, so conventional calcium and calcitriol therapy normalises serum calcium while leaving hypercalciuria and nephrocalcinosis behind.
hypophosphatasia	When ALPL loss of function reduces TNSALP, extracellular pyrophosphate accumulates and competitively inhibits hydroxyapatite growth; because that relationship is hyperbolic the disease becomes a threshold rather than a proportional phenomenon, and the plasma assay reports the plasma enzyme rather than the bone-bound enzyme.
idiopathic-intracranial-hypertension	A model built around the venous floor created by CSF secretion, outflow resistance, and collapsible venous sinuses: because every drug acts only on the secretion term, no dose can reach remission in a stenosis-dominant patient, and only venous sinus stenting moves the floor itself.
idiopathic-multicentric-castleman-disease	An HHV-8-negative polyclonal lymphoproliferative cytokine storm: IL-6 secreted by lymph node germinal centre (GC) stroma, follicular helper T cells (Tfh), and plasmablasts together with circulating monocytes signals in both cis (mIL6R) and trans (sIL6R) to activate gp130-JAK1/2-STAT3, driving the hepatic acute phase response (raised CRP, SAA, hepcidin, and fibrinogen with falling albumin…
idiopathic-pulmonary-fibrosis	Progressive fibrosis from epithelial injury, fibroblast activation, and ECM deposition. Nintedanib and pirfenidone.
iga-nephropathy	Mesangial deposition of Gd-IgA1 immune complexes with complement activation. Steroids, sparsentan, and complement inhibition (iptacopan).
iga-vasculitis	Palpable purpura and nephritis from small vessel deposition of Gd-IgA1 immune complexes. Steroids and immunosuppression.
igg4-related-disease	Multi-organ fibroinflammation and mass lesions from Tfh, IgG4 plasmablast, and myofibroblast activation. Steroids and rituximab.
immune-checkpoint-inhibitor-colitis	Writing colonic inflammation as a single ratio whose denominator can be depleted shows by calculation that PD-1 blockade touches a saturated molecule while CTLA-4 blockade erases the denominator by ADCC, so a dose-response exists for only one class; and the colon's 2.5-fold absorptive reserve makes the reported grade a censored endpoint.
immune-thrombocytopenic-purpura	Antiplatelet-antibody-mediated destruction with reduced production. Steroids, TPO receptor agonists, and rituximab.
infective-endocarditis	A model treating the quiescent bacteria inside an avascular platelet-fibrin vegetation with a three-shell diffusion model, quantifying how antibiotic concentration decays exponentially with depth and how growth-rate-dependent killing stops at the core.
influenza	Rewrites the 48-hour rule as a ceiling on residual AUC — the only virus an antiviral can remove is virus that has not yet been made — and describes baloxavir resistance as competitive release, in which the drug hands target cells over by removing the competitor.
interstitial-cystitis	GAG layer deficiency raises urothelial permeability, so urinary K+ leaks and depolarises C fibres (TRPV1+, P2X3+), activating mast cells (releasing histamine, tryptase, PGE2, TNF-alpha), and via PAR2 further degrading the barrier (positive feedback); antidromic release of substance P and CGRP (neurogenic inflammation) raises NGF, causing C fibre sprouting and TRPV1 upregulation, then spinal sensitisation (wind-up, NMDA…
intracerebral-hemorrhage	A 60-ODE model that writes the bleeding flux as the product of driving pressure, haemostatic incompetence, and the number of open bleeding points so that haematoma volume becomes an integral rather than a state, and separates the mass-effect channel from the haem-iron channel so that the U-shaped optimum blood pressure emerges from MAP appearing twice with opposite signs.
intrahepatic-cholestasis-of-pregnancy	Splitting bile acids into five species and letting them cross the placenta in both directions reveals, through the fitted exponent, that the steepness of the 100 umol/L stillbirth threshold lies not in placental transport but in the threshold character of fetal myocardial connexin-43 uncoupling — and puts the drug that lowers total bile acids on a different axis from the drug that abolishes itch.
invasive-aspergillosis	A model in which triazoles multiply only the growth term while neutrophils and polyenes alone add to the elimination term, so from the arithmetic asymmetry that azole monotherapy can never reduce fungal burden in a neutropenic host follows the conclusion that marrow recovery is a larger lever than drug choice.
iron-deficiency-anemia	Writing oral iron absorption as the product of luminal available iron x DMT1 capacity x enterocyte export capacity derives the structure in which the hepcidin produced by the previous dose closes the gate on the next one, so fractional absorption and total absorbed amount order in opposite directions with dosing interval.
irritable-bowel-syndrome	Brain-gut axis dysfunction, visceral hypersensitivity, and microbiome change. Diet, neuromodulation, and gut-specific drugs such as linaclotide.
ischemic-stroke	Thrombotic or embolic cerebrovascular occlusion collapses CBF, giving an irreversibly necrotic ischaemic core (below 10 mL/100g/min) plus a reversible at-risk penumbra (10-20 mL/100g/min): ATP depletion causes Na+/K+-ATPase failure and depolarisation, then excitotoxic glutamate (NMDA/AMPA to Ca2+ overload), then excess ROS/NOS and mitochon…
juvenile-idiopathic-arthritis	Synovial inflammation and cartilage and bone destruction mediated by T cells, B cells, and cytokines (TNF-alpha, IL-6, IL-1beta, IL-18). Models seven subtypes: oligoarticular, polyarticular RF+/-, systemic (sJIA), ERA, and psoriatic. For sJIA, includes the NLRP3 to IL-1beta/IL-18 autoinflammatory loop and the macrophage activation syndrome (MAS) pathway.
kawasaki-disease	An unknown trigger activates TLR/NLR innate immunity, then the NLRP3 inflammasome (caspase-1 and IL-1beta maturation), then a cytokine storm (IL-1beta, IL-6, TNF-alpha), then vascular endothelial activation (raised VCAM-1, ICAM-1, TF), destroying the coronary media and producing aneurysms (AHA Z-score classification: small z of 2.5 or more, medium 5 or more, giant 10 or more)…
kidney-transplant-rejection	Alloantigen recognition drives T-cell-mediated and donor-specific-antibody-mediated rejection, and suppressing it increases BK and CMV infection — the U-shaped trade-off of net immunosuppression.
lambert-eaton-syndrome	Autoantibodies against the P/Q-type VGCC reduce presynaptic Ca2+ entry, lowering ACh release, reducing the EPP and the safety factor, and so reducing CMAP and causing weakness. Paraneoplastic with SCLC in 50-60%. Six scenarios: amifampridine (3,4-DAP K+ blockade, Emax with EC50 120 ng/mL), prednisolone, plasma exchange, IVIG, and chemotherapy.
langerhans-cell-histiocytosis	An inflammatory myeloid neoplasm in which a myeloid dendritic cell precursor carrying a MAPK driver produces anything from a self-resolving single-system bone lesion to risk-organ multisystem disease depending on the differentiation stage of origin; covers cytostatic MAPK inhibition and relapse on withdrawal, and permanent sequelae as the time integral of active disease.
leprosy	Starting from the separation that the bacterial index reads the rate at which dead organisms are cleared (a host-determined half-life of 137 days) while the morphological index reads the drug-determined killing rate, the model shows that reactions, clofazimine loading, and the steroid treatment window all follow arithmetically.
lipodystrophy-syndromes	Treating adipose tissue simultaneously as a finite triglyceride buffer and as the leptin signal source reporting that buffer's size separates the capacity deficit from the signalling deficit arising from one lesion, and derives the metreleptin effect as the product of receptor occupancy and signalling deficit.
liver-cirrhosis	Chronic injury drives stellate cell fibrosis, portal hypertension, and complications. Aetiological treatment and management of complications.
long-covid	Persistence of SARS-CoV-2 in tissue reservoirs (gut, lymph node, CNS) leaves residual antigen, causing immune abnormality (CD8+ exhaustion, autoantibodies, type I IFN dysfunction) and multisystem injury.
long-qt-syndrome	A congenital arrhythmia syndrome in which mutations in the ion channel genes responsible for ventricular repolarisation pathologically prolong the QTc: loss of function in KCNQ1 (IKs, LQT1, about 35-40%) exposes inadequate repolarisation reserve during sympathetic activation such as exercise and swimming, loss of function in KCNH2/hERG (IKr, LQT2, about 25-30%) confers vulnerability to auditory startle, emotional arousal, and the postpartum period, and SCN5A (la…
lupus-nephritis	Type I IFN (pDC to cGAS-STING to TLR7/9) raises BAFF, overactivating B cells and generating long-lived plasma cells and anti-dsDNA IgG, so immune complexes (IC) deposit in the glomerular mesangium and endothelium, activating complement (C1q to C4 to C3 to C5a plus C5b-9), injuring podocytes, reducing nephrin, and causing proteinuria (rising UPCR), then TGF-beta and interstit…
lymphangioleiomyomatosis	Loss-of-function TSC1/TSC2 mutation (germline or a somatic two-hit) raises Rheb-GTP 2.5-fold above normal and overactivates mTORC1 fourfold in LAM cells, raising S6K1-pT389 and 4E-BP1 phosphorylation and increasing LAM cell proliferation, survival, and invasion.
lymphocytic-hypophysitis	Autoimmune pituitary infiltration and hypopituitarism, including checkpoint-inhibitor-associated cases. Steroids and hormone replacement.
major-burn-injury	Writing intravascular volume not as the volume infused but as volume infused times the fraction retained, and adding only the fact that colloid osmotic pressure is a convex function of protein concentration, shows by calculation that fluid creep is the fixed point of a controller with diminishing returns.
major-depressive-disorder	Monoamine, HPA axis, and neuroplasticity abnormalities. SSRI/SNRI, ketamine, and neurostimulation.
malaria	A mosquito-borne protozoal infection in which, after hepatocyte invasion, 48-hour-cycle intraerythrocytic replication and PfEMP1-mediated microvascular sequestration cause severe cerebral malaria and anaemia, treated with artemisinin combination therapy.
male-hypogonadism	The SHBG binding equilibrium between the total testosterone that is measured and the free testosterone that acts is non-linear, so the diagnostic threshold moves 2.7-fold with SHBG, and exogenous androgen normalises serum T while collapsing intratesticular T.
malignant-hyperthermia	Reading one driving variable — sarcoplasmic Ca2+ — through two reservoirs differing a hundredfold in size makes the fact that EtCO2 moves before temperature follow arithmetically rather than by convention, from the ratio of a CO2 reservoir of 60 mL/mmHg to a heat reservoir of 158 kJ/degC.
malignant-pleural-mesothelioma	Writing the tumour as a sheet rather than a sphere, so that burden is the product of involved pleural surface area and pleural rind thickness, derives from the fact that mRECIST sees only one factor of that product why imaging can read as a response even in the untreated state.
marfan-syndrome	FBN1 mutation (chr 15q21.1) gives defective fibrillin-1, destroying ECM microfibrils and impairing TGF-beta sequestration, so free TGF-beta1/2 rises and p-SMAD2/3 plus p-ERK1/2 are overactivated, raising MMP-2/9 and causing fragmentation of the aortic medial elastic lamellae, cystic necrosis, and smooth muscle apoptosis, dilating the aortic root (sinus of Valsalva) and producing aortic regurgitation and dissection (A…
